,Gender,Age,Recommendation,Reward
4215,m,34.0,health,0
4216,f,24.0,news,0
4217,m,68.0,sports,0
4218,f,34.0,sports,0
4219,m,54.0,sports,0
4220,m,58.0,health,1
4221,m,52.0,movies,0
4222,f,28.0,health,0
4223,f,65.0,news,0
4224,f,25.0,sports,1
4225,f,99.0,news,0
4226,f,96.0,movies,0
4227,m,98.0,health,1
4228,m,94.0,movies,0
4229,m,94.0,sports,0
4230,f,80.0,news,0
4231,f,72.0,health,1
4232,f,93.0,movies,0
4233,m,35.0,sports,1
4234,m,84.0,movies,0
4235,m,98.0,news,0
4236,f,55.0,health,1
4237,m,29.0,movies,1
4238,m,75.0,health,1
4239,m,45.0,news,1
4240,f,99.0,movies,0
4241,f,31.0,movies,1
4242,m,55.0,health,1
4243,m,26.0,sports,0
4244,f,13.0,movies,1
4245,m,56.0,sports,0
4246,m,46.0,health,0
4247,f,36.0,movies,1
4248,f,23.0,health,0
4249,m,13.0,movies,1
4250,m,41.0,health,0
4251,f,34.0,sports,0
4252,m,72.0,movies,0
4253,f,43.0,health,1
4254,m,50.0,sports,0
4255,m,58.0,news,0
4256,m,79.0,health,1
4257,m,29.0,movies,1
4258,m,26.0,health,0
4259,m,41.0,health,0
4260,m,93.0,health,1
4261,m,22.0,movies,1
4262,m,52.0,sports,0
4263,m,49.0,news,1
4264,m,64.0,news,0
4265,f,45.0,movies,1
4266,m,64.0,health,1
4267,m,55.0,movies,0
4268,m,33.0,movies,0
4269,f,56.0,movies,0
4270,f,12.0,sports,1
4271,m,78.0,health,1
4272,m,29.0,movies,1
4273,f,65.0,sports,0
4274,f,70.0,movies,0
4275,f,97.0,movies,0
4276,m,60.0,news,0
4277,f,60.0,movies,0
4278,f,42.0,sports,0
4279,m,31.0,news,1
4280,m,16.0,news,0
4281,f,67.0,health,1
4282,f,67.0,health,1
4283,f,85.0,news,0
4284,f,48.0,health,1
4285,f,86.0,movies,0
4286,m,38.0,sports,1
4287,f,44.0,health,1
4288,m,16.0,news,0
4289,m,50.0,movies,0
4290,m,95.0,health,1
4291,f,28.0,news,0
4292,m,24.0,movies,1
4293,m,54.0,health,1
4294,m,68.0,sports,0
4295,m,56.0,health,1
4296,m,34.0,sports,1
4297,f,15.0,news,0
4298,m,21.0,movies,1
4299,m,70.0,movies,0
4300,m,50.0,movies,0
4301,f,74.0,sports,0
4302,m,21.0,movies,1
4303,m,69.0,health,1
4304,m,68.0,sports,0
4305,f,75.0,movies,0
4306,f,56.0,health,1
4307,f,90.0,health,1
4308,m,68.0,movies,0
4309,m,65.0,movies,0
4310,m,27.0,health,0
4311,m,98.0,sports,0
4312,f,18.0,health,0
4313,m,73.0,news,0
4314,f,93.0,news,0
4315,m,49.0,news,1
4316,m,47.0,health,0
4317,f,28.0,news,0
4318,m,45.0,sports,1
4319,m,57.0,sports,0
4320,f,62.0,news,0
4321,f,95.0,sports,0
4322,f,20.0,news,0
4323,m,17.0,health,0
4324,m,14.0,movies,0
4325,m,98.0,health,0
4326,f,13.0,news,0
4327,m,97.0,health,1
4328,m,46.0,movies,0
4329,f,92.0,sports,0
4330,f,50.0,movies,0
4331,f,18.0,news,0
4332,m,86.0,sports,0
4333,m,70.0,sports,0
4334,f,42.0,sports,0
4335,f,91.0,sports,0
4336,m,79.0,health,0
4337,f,37.0,sports,0
4338,f,35.0,health,0
4339,m,50.0,news,0
4340,f,73.0,sports,0
4341,m,97.0,health,1
4342,f,67.0,sports,0
4343,m,70.0,news,0
4344,f,87.0,news,0
4345,f,47.0,sports,0
4346,m,47.0,health,0
4347,f,33.0,news,0
4348,m,46.0,news,1
4349,m,13.0,sports,1
4350,f,22.0,movies,1
4351,f,56.0,sports,0
4352,m,22.0,health,0
4353,f,24.0,movies,1
4354,m,24.0,sports,1
4355,f,13.0,sports,1
4356,m,86.0,health,1
4357,f,99.0,sports,0
4358,f,84.0,news,0
4359,m,50.0,health,0
4360,f,52.0,health,1
4361,m,42.0,health,0
4362,f,40.0,health,1
4363,m,74.0,health,1
4364,f,40.0,news,0
4365,f,23.0,movies,1
4366,f,45.0,sports,0
4367,m,51.0,news,0
4368,f,77.0,news,0
4369,m,78.0,movies,0
4370,f,13.0,movies,1
4371,f,39.0,movies,1
4372,f,46.0,sports,0
4373,m,94.0,movies,0
4374,f,76.0,health,1
4375,m,98.0,sports,0
4376,m,65.0,movies,0
4377,f,35.0,news,0
4378,m,30.0,movies,0
4379,f,29.0,movies,0
4380,f,13.0,health,0
4381,m,35.0,news,1
4382,m,17.0,news,0
4383,m,22.0,health,0
4384,m,23.0,movies,0
4385,f,29.0,movies,1
4386,f,92.0,movies,0
4387,m,43.0,sports,1
4388,m,63.0,news,0
4389,m,27.0,health,0
4390,m,42.0,health,0
4391,m,83.0,movies,0
4392,f,13.0,movies,1
4393,m,56.0,news,0
4394,f,58.0,news,0
4395,f,50.0,health,0
4396,f,37.0,health,1
4397,m,25.0,news,0
4398,f,15.0,sports,1
4399,f,86.0,news,0
4400,f,48.0,sports,0
4401,m,86.0,movies,0
4402,m,91.0,news,0
4403,m,17.0,health,0
4404,f,88.0,news,0
4405,m,59.0,news,0
4406,f,47.0,news,0
4407,m,35.0,health,0
4408,m,62.0,health,1
4409,f,36.0,news,0
4410,m,75.0,news,0
4411,f,49.0,news,0
4412,m,32.0,movies,0
4413,m,37.0,news,1
4414,m,94.0,movies,0
4415,f,93.0,news,0
4416,f,76.0,sports,0
4417,m,80.0,movies,0
4418,f,61.0,sports,0
4419,f,25.0,health,0
4420,m,94.0,sports,0
4421,f,63.0,movies,0
4422,m,81.0,news,0
4423,m,32.0,health,0
4424,m,32.0,news,1
4425,f,82.0,sports,0
4426,f,10.0,sports,1
4427,f,17.0,news,0
4428,f,30.0,sports,0
4429,m,45.0,health,0
4430,f,80.0,movies,0
4431,f,10.0,health,0
4432,m,66.0,health,1
4433,f,65.0,news,0
4434,m,59.0,news,0
4435,m,27.0,sports,1
4436,f,95.0,news,0
4437,m,88.0,health,1
4438,m,83.0,news,0
4439,m,37.0,health,0
4440,f,70.0,health,1
4441,m,71.0,health,1
4442,m,16.0,news,0
4443,m,96.0,sports,0
4444,f,33.0,sports,0
4445,f,35.0,sports,0
4446,m,66.0,sports,0
4447,f,23.0,sports,1
4448,f,83.0,health,1
4449,m,20.0,sports,1
4450,f,80.0,news,0
4451,f,85.0,movies,0
4452,m,68.0,health,1
4453,m,30.0,sports,1
4454,f,14.0,sports,1
4455,m,44.0,news,1
4456,m,25.0,sports,1
4457,f,81.0,movies,0
4458,f,98.0,news,0
4459,m,85.0,movies,0
4460,f,14.0,sports,1
4461,m,87.0,movies,0
4462,m,13.0,news,0
4463,f,78.0,sports,0
4464,m,16.0,movies,1
4465,f,14.0,movies,1
4466,m,77.0,news,0
4467,f,52.0,news,0
4468,f,32.0,health,1
4469,f,30.0,news,0
4470,f,55.0,health,1
4471,m,43.0,health,0
4472,f,59.0,movies,0
4473,m,76.0,movies,0
4474,f,50.0,news,0
4475,m,76.0,movies,0
4476,f,55.0,health,1
4477,m,18.0,sports,1
4478,m,34.0,health,0
4479,f,44.0,movies,1
4480,f,60.0,health,1
4481,f,72.0,news,0
4482,f,65.0,health,1
4483,f,71.0,movies,0
4484,f,31.0,sports,0
4485,m,56.0,sports,0
4486,m,96.0,sports,0
4487,f,45.0,news,0
4488,m,30.0,movies,0
4489,f,47.0,sports,0
4490,f,56.0,news,0
4491,m,35.0,movies,0
4492,f,91.0,sports,0
4493,m,65.0,movies,0
4494,f,67.0,health,1
4495,m,10.0,health,0
4496,m,69.0,movies,0
4497,f,35.0,sports,0
4498,f,28.0,health,0
4499,f,47.0,news,0
4500,m,48.0,news,1
4501,m,99.0,sports,0
4502,f,27.0,movies,1
4503,f,60.0,news,0
4504,f,77.0,health,1
4505,m,95.0,health,1
4506,f,41.0,sports,0
4507,m,13.0,health,0
4508,m,40.0,sports,1
4509,m,59.0,sports,0
4510,m,71.0,health,1
4511,m,55.0,movies,0
4512,m,85.0,sports,0
4513,f,52.0,sports,0
4514,f,84.0,health,1
4515,m,84.0,health,1
4516,f,92.0,news,0
4517,m,42.0,sports,1
4518,m,85.0,health,1
4519,m,62.0,news,0
4520,m,64.0,movies,0
4521,f,36.0,movies,1
4522,m,58.0,movies,0
4523,f,34.0,news,0
4524,f,63.0,news,0
4525,f,98.0,news,0
4526,m,69.0,health,1
4527,f,58.0,sports,0
4528,m,62.0,sports,0
4529,m,17.0,sports,1
4530,f,95.0,sports,0
4531,m,39.0,health,0
4532,f,81.0,movies,0
4533,f,22.0,movies,1
4534,m,58.0,movies,0
4535,f,26.0,movies,1
4536,f,77.0,news,0
4537,m,94.0,movies,0
4538,f,37.0,news,0
4539,f,13.0,health,0
4540,m,76.0,movies,0
4541,m,46.0,health,0
4542,f,17.0,movies,0
4543,m,98.0,sports,0
4544,f,86.0,movies,0
4545,m,67.0,movies,0
4546,f,89.0,movies,0
4547,m,21.0,health,0
4548,f,18.0,news,0
4549,f,50.0,health,0
4550,m,46.0,news,1
4551,m,74.0,news,0
4552,m,71.0,sports,0
4553,m,69.0,movies,0
4554,m,26.0,news,0
4555,f,99.0,sports,0
4556,m,79.0,movies,0
4557,f,93.0,news,0
4558,m,28.0,movies,1
4559,f,47.0,sports,0
4560,m,37.0,news,1
4561,f,44.0,movies,1
4562,f,90.0,movies,0
4563,f,86.0,sports,0
4564,f,71.0,news,0
4565,f,55.0,health,1
4566,m,80.0,news,0
4567,m,27.0,health,0
4568,f,77.0,health,1
4569,m,80.0,health,1
4570,m,56.0,health,1
4571,m,81.0,news,0
4572,f,94.0,sports,0
4573,m,73.0,news,0
4574,f,45.0,movies,1
4575,m,66.0,health,1
4576,f,63.0,sports,0
4577,f,88.0,sports,0
4578,m,88.0,news,0
4579,m,57.0,sports,0
4580,m,45.0,health,0
4581,f,45.0,health,1
4582,f,78.0,health,1
4583,f,45.0,news,0
4584,f,46.0,movies,1
4585,f,92.0,sports,0
4586,f,26.0,news,0
4587,f,58.0,news,0
4588,m,42.0,movies,0
4589,f,65.0,news,0
4590,m,18.0,movies,1
4591,f,65.0,movies,0
4592,f,17.0,sports,0
4593,f,33.0,news,0
4594,f,76.0,sports,0
4595,m,42.0,sports,1
4596,m,39.0,health,0
4597,m,50.0,news,0
4598,f,76.0,movies,0
4599,m,37.0,movies,0
4600,f,67.0,news,0
4601,f,41.0,news,0
4602,m,47.0,news,0
4603,m,94.0,movies,0
4604,m,27.0,sports,1
4605,f,18.0,sports,1
4606,f,30.0,news,0
4607,f,31.0,news,0
4608,m,15.0,movies,1
4609,m,56.0,news,0
4610,m,78.0,movies,0
4611,f,38.0,news,0
4612,f,92.0,health,1
4613,f,48.0,health,1
4614,f,12.0,news,0
4615,f,36.0,news,0
4616,f,25.0,sports,1
4617,m,34.0,sports,1
4618,f,46.0,movies,1
4619,m,58.0,health,1
4620,m,23.0,health,0
4621,m,64.0,sports,0
4622,m,42.0,sports,1
4623,m,10.0,sports,1
4624,m,22.0,news,0
4625,f,80.0,news,0
4626,f,50.0,health,0
4627,m,84.0,news,0
4628,f,40.0,health,1
4629,f,61.0,news,0
4630,m,35.0,movies,0
4631,m,45.0,sports,1
4632,f,74.0,sports,0
4633,m,92.0,news,0
4634,f,21.0,sports,1
4635,f,36.0,health,1
4636,f,72.0,news,0
4637,f,31.0,movies,1
4638,f,98.0,news,0
4639,m,28.0,health,0
4640,m,24.0,sports,1
4641,m,88.0,news,0
4642,m,66.0,news,0
4643,m,15.0,health,0
4644,m,38.0,movies,0
4645,m,94.0,sports,0
4646,f,66.0,news,0
4647,f,95.0,health,0
4648,m,11.0,health,0
4649,m,10.0,health,0
4650,m,84.0,health,1
4651,f,78.0,movies,0
4652,f,33.0,movies,1
4653,f,42.0,health,1
4654,m,30.0,movies,0
4655,f,48.0,movies,1
4656,m,79.0,sports,0
4657,m,16.0,news,0
4658,f,53.0,movies,0
4659,m,97.0,movies,0
4660,m,83.0,movies,0
4661,m,96.0,sports,0
4662,f,42.0,news,0
4663,f,46.0,news,0
4664,m,14.0,health,0
4665,f,15.0,sports,1
4666,f,22.0,health,0
4667,m,91.0,health,1
4668,f,53.0,sports,0
4669,m,31.0,movies,0
4670,m,23.0,health,0
4671,f,50.0,news,0
4672,f,47.0,movies,1
4673,f,16.0,movies,0
4674,m,49.0,movies,0
4675,m,13.0,movies,1
4676,m,20.0,sports,1
4677,m,77.0,movies,0
4678,f,31.0,movies,0
4679,f,40.0,sports,0
4680,m,21.0,movies,1
4681,f,50.0,health,0
4682,f,31.0,movies,1
4683,f,75.0,movies,0
4684,m,89.0,movies,0
4685,f,64.0,health,1
4686,m,48.0,health,0
4687,f,79.0,health,1
4688,m,40.0,movies,0
4689,f,33.0,health,1
4690,m,76.0,sports,0
4691,f,78.0,movies,0
4692,m,72.0,movies,0
4693,m,93.0,sports,0
4694,f,26.0,movies,1
4695,f,81.0,movies,0
4696,m,22.0,sports,1
4697,f,94.0,movies,0
4698,m,65.0,news,0
4699,f,28.0,health,0
4700,m,96.0,movies,0
4701,m,49.0,sports,1
4702,m,31.0,health,0
4703,f,30.0,health,1
4704,f,45.0,health,1
4705,f,50.0,sports,0
4706,f,54.0,news,0
4707,f,51.0,sports,0
4708,f,47.0,sports,0
4709,f,19.0,health,0
4710,f,50.0,movies,0
4711,f,23.0,sports,1
4712,m,48.0,movies,0
4713,m,97.0,movies,0
4714,m,71.0,sports,0
4715,m,71.0,sports,0
4716,m,75.0,sports,0
4717,f,45.0,movies,1
4718,m,26.0,health,0
4719,f,77.0,health,1
4720,m,41.0,health,0
4721,f,21.0,sports,1
4722,f,78.0,news,0
4723,m,99.0,news,0
4724,f,51.0,movies,0
4725,f,14.0,news,0
4726,m,50.0,news,0
4727,f,23.0,health,0
4728,f,19.0,health,0
4729,m,52.0,sports,0
4730,f,79.0,news,0
4731,m,87.0,movies,0
4732,m,17.0,movies,1
4733,m,89.0,sports,0
4734,m,14.0,news,0
4735,m,54.0,health,1
4736,m,49.0,sports,1
4737,f,48.0,news,0
4738,m,91.0,sports,0
4739,f,50.0,sports,0
4740,f,88.0,sports,0
4741,f,87.0,health,1
4742,f,33.0,movies,1
4743,f,72.0,movies,0
4744,f,37.0,news,0
4745,f,21.0,health,0
4746,m,19.0,movies,1
4747,m,31.0,health,0
4748,m,97.0,news,0
4749,f,20.0,news,0
4750,m,93.0,news,0
4751,f,44.0,sports,0
4752,f,48.0,sports,0
4753,f,80.0,news,0
4754,f,85.0,news,0
4755,f,33.0,news,0
4756,f,10.0,news,0
4757,m,17.0,health,0
4758,f,60.0,movies,0
4759,m,98.0,health,1
4760,m,98.0,news,0
4761,f,36.0,health,1
4762,f,17.0,movies,1
4763,m,51.0,news,0
4764,f,73.0,movies,0
4765,f,39.0,news,0
4766,m,84.0,health,1
4767,f,12.0,news,0
4768,f,46.0,news,0
4769,f,41.0,movies,1
4770,m,86.0,sports,0
4771,f,87.0,health,1
4772,m,78.0,sports,0
4773,m,33.0,movies,0
4774,m,38.0,news,1
4775,f,33.0,movies,1
4776,m,44.0,health,0
4777,m,40.0,health,0
4778,m,47.0,sports,1
4779,f,41.0,health,0
4780,f,18.0,sports,1
4781,m,44.0,sports,1
4782,m,61.0,health,1
4783,m,53.0,sports,0
4784,m,69.0,movies,0
4785,m,46.0,news,1
4786,f,22.0,health,0
4787,m,92.0,sports,0
4788,f,98.0,health,1
4789,f,34.0,news,0
4790,m,10.0,news,0
4791,m,65.0,movies,0
4792,f,53.0,news,0
4793,f,62.0,sports,0
4794,f,66.0,sports,0
4795,m,65.0,sports,0
4796,m,45.0,news,0
4797,m,63.0,movies,0
4798,m,31.0,movies,0
4799,m,45.0,movies,0
4800,m,12.0,movies,1
4801,f,44.0,movies,1
4802,f,88.0,movies,0
4803,f,80.0,news,0
4804,m,30.0,sports,1
4805,m,43.0,sports,1
4806,f,40.0,news,0
4807,m,46.0,movies,0
4808,f,63.0,news,0
4809,f,58.0,health,1
4810,f,31.0,news,0
4811,m,50.0,news,0
4812,m,14.0,movies,1
4813,m,54.0,news,0
4814,f,53.0,movies,0
4815,m,87.0,news,0
4816,m,21.0,health,0
4817,m,10.0,sports,1
4818,m,55.0,news,0
4819,f,80.0,movies,0
4820,f,84.0,health,1
4821,f,85.0,news,0
4822,m,21.0,news,0
4823,m,29.0,health,0
4824,m,92.0,health,1
4825,m,58.0,health,1
4826,m,41.0,health,0
4827,m,47.0,movies,0
4828,m,94.0,health,1
4829,m,25.0,sports,0
4830,m,56.0,health,1
4831,m,59.0,health,1
4832,m,88.0,health,1
4833,m,21.0,sports,1
4834,f,76.0,health,1
4835,f,49.0,news,0
4836,m,17.0,sports,1
4837,m,93.0,health,1
4838,m,75.0,health,1
4839,m,61.0,movies,0
4840,f,46.0,movies,1
4841,m,46.0,news,1
4842,m,15.0,sports,0
4843,m,41.0,sports,1
4844,m,85.0,news,0
4845,f,55.0,sports,0
4846,f,71.0,news,0
4847,m,34.0,sports,1
4848,m,23.0,health,0
4849,m,78.0,news,0
4850,m,91.0,sports,0
4851,f,70.0,news,0
4852,m,49.0,news,1
4853,f,73.0,movies,0
4854,m,17.0,movies,1
4855,f,69.0,news,0
4856,m,70.0,health,1
4857,m,45.0,health,0
4858,m,16.0,news,0
4859,m,78.0,news,0
4860,m,45.0,news,1
4861,f,53.0,sports,0
4862,m,25.0,movies,1
4863,f,59.0,movies,0
4864,f,29.0,sports,1
4865,m,98.0,health,1
4866,m,13.0,sports,1
4867,f,15.0,news,0
4868,f,37.0,health,1
4869,m,90.0,news,0
4870,f,71.0,sports,0
4871,m,56.0,health,0
4872,f,73.0,health,1
4873,m,45.0,health,0
4874,m,54.0,news,0
4875,f,16.0,news,0
4876,f,24.0,health,0
4877,m,78.0,sports,0
4878,m,63.0,sports,0
4879,m,27.0,health,0
4880,f,38.0,health,1
4881,m,66.0,news,0
4882,f,72.0,news,0
4883,m,44.0,sports,1
4884,m,36.0,sports,1
4885,m,40.0,sports,1
4886,m,87.0,sports,0
4887,m,93.0,movies,0
4888,f,58.0,health,1
4889,f,32.0,health,1
4890,f,10.0,movies,1
4891,m,24.0,health,0
4892,m,88.0,movies,0
4893,f,34.0,health,1
4894,m,66.0,news,0
4895,f,14.0,sports,1
4896,m,67.0,sports,0
4897,f,90.0,sports,0
4898,f,54.0,movies,0
4899,m,40.0,health,0
4900,m,98.0,news,0
4901,m,67.0,health,1
4902,m,92.0,movies,0
4903,f,53.0,news,0
4904,f,61.0,news,0
4905,f,36.0,movies,1
4906,m,87.0,sports,0
4907,m,30.0,movies,0
4908,f,95.0,news,0
4909,m,58.0,sports,0
4910,f,77.0,health,1
4911,m,79.0,health,1
4912,m,67.0,sports,0
4913,m,13.0,news,0
4914,f,27.0,sports,1
4915,m,58.0,movies,0
4916,f,79.0,news,0
4917,f,41.0,health,0
4918,f,48.0,movies,1
4919,m,65.0,health,1
4920,m,86.0,movies,0
4921,f,93.0,news,0
4922,f,95.0,sports,0
4923,f,75.0,health,1
4924,f,32.0,health,1
4925,m,80.0,sports,0
4926,f,68.0,movies,0
4927,f,17.0,news,0
4928,m,21.0,movies,0
4929,f,23.0,news,0
4930,f,16.0,sports,1
4931,f,50.0,movies,0
4932,m,54.0,health,1
4933,f,13.0,news,0
4934,f,12.0,sports,1
4935,m,73.0,sports,0
4936,f,48.0,health,1
4937,f,30.0,news,0
4938,m,51.0,sports,0
4939,m,22.0,sports,1
4940,f,48.0,movies,1
4941,m,47.0,news,1
4942,m,95.0,movies,0
4943,f,68.0,movies,0
4944,f,74.0,health,0
4945,f,38.0,health,1
4946,f,82.0,news,0
4947,f,94.0,health,1
4948,m,93.0,health,0
4949,f,35.0,movies,1
4950,f,69.0,news,0
4951,f,31.0,news,0
4952,m,76.0,sports,0
4953,f,83.0,health,0
4954,m,45.0,news,1
4955,m,22.0,movies,1
4956,m,57.0,sports,0
4957,m,68.0,news,0
4958,f,69.0,news,0
4959,f,88.0,health,1
4960,f,66.0,sports,0
4961,m,49.0,health,0
4962,f,59.0,sports,0
4963,m,99.0,health,1
4964,f,74.0,health,1
4965,f,33.0,movies,1
4966,m,78.0,sports,0
4967,m,37.0,health,0
4968,f,27.0,news,0
4969,f,40.0,news,0
4970,m,65.0,news,0
4971,f,61.0,news,0
4972,f,67.0,sports,0
4973,f,58.0,health,1
4974,m,65.0,movies,0
4975,m,40.0,sports,1
4976,f,96.0,news,0
4977,f,62.0,sports,0
4978,f,28.0,health,0
4979,f,13.0,movies,0
4980,f,84.0,health,0
4981,m,11.0,sports,1
4982,m,26.0,movies,1
4983,f,77.0,news,0
4984,f,50.0,movies,0
4985,m,52.0,movies,0
4986,m,19.0,movies,1
4987,m,84.0,health,1
4988,m,88.0,news,0
4989,f,81.0,news,0
4990,f,35.0,movies,1
4991,f,46.0,news,0
4992,m,34.0,sports,1
4993,m,29.0,movies,1
4994,m,26.0,sports,1
4995,f,86.0,news,0
4996,f,89.0,health,1
4997,m,95.0,movies,0
4998,f,55.0,sports,0
4999,f,48.0,health,1
